date,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,PG,TRV,UNH,VZ,V,WBA,WMT
2024-10-02,228.1727,155.14388,19.948492,16.62946,156.26225,210.01376,205.66068,82.65724,31.133846,-84.21732,186.4955,76.62301,80.53299,430.91278,124.85994,62.283405,174.79128,88.63061,160.6291,451.46164,65.63664,126.05209,-52.422108,26.629807
2024-10-03,228.2559,154.97258,18.483019,16.616568,156.2642,209.95375,204.99677,82.327484,30.853336,-84.860725,186.76544,76.66312,80.41584,431.59207,125.42037,62.190197,173.97934,88.485596,160.22443,451.40143,65.64588,125.72204,-53.18025,26.628094
2024-10-04,228.33797,154.80212,17.050924,16.604183,156.26613,209.89629,204.33917,82.00475,30.578257,-85.47689,187.03232,76.70222,80.30204,432.25125,125.991714,62.09868,173.17522,88.342476,159.8192,451.34274,65.65453,125.39576,-53.9336,26.62649
2024-10-05,228.41887,154.63249,15.651722,16.592285,156.26797,209.84126,203.68785,81.68893,30.308474,-86.06661,187.29611,76.74033,80.191505,432.89084,126.57413,62.00881,172.37877,88.20122,159.41336,451.2855,65.662636,125.073166,-54.681858,26.624985
2024-10-06,228.4987,154.46368,14.284936,16.580854,156.26978,209.7886,203.04276,81.379875,30.043903,-86.63066,187.55684,76.77749,80.08414,433.51114,127.16776,61.92056,171.58986,88.061775,159.00693,451.22977,65.67022,124.75421,-55.424778,26.623573
2024-10-07,228.57747,154.2957,12.950099,16.569876,156.27153,209.73817,202.40384,81.07747,29.78443,-87.16986,187.81447,76.813705,79.979836,434.11264,127.772804,61.833893,170.80836,87.92412,158.59985,451.17545,65.67732,124.43881,-56.16204,26.622252
2024-10-08,228.65514,154.12851,11.646678,16.55933,156.27322,209.6899,201.77104,80.78159,29.529964,-87.684975,188.06903,76.84901,79.878525,434.69574,128.38939,61.74877,170.03418,87.78821,158.19215,451.1225,65.683975,124.12694,-56.8934,26.621012
2024-10-09,228.73177,153.96214,10.374223,16.5492,156.27489,209.64366,201.1443,80.49212,29.280418,-88.176796,188.32053,76.88341,79.78011,435.26093,129.01772,61.66517,169.26718,87.654015,157.7838,451.07092,65.69021,123.81848,-57.618584,26.61985
2024-10-10,228.80734,153.79659,9.132202,16.539465,156.27647,209.5994,200.52362,80.20893,29.03569,-88.64619,188.56892,76.91694,79.68452,435.8086,129.6579,61.583054,168.50725,87.52151,157.37477,451.02066,65.696045,123.5134,-58.337345,26.618761
2024-10-11,228.88188,153.63184,7.9201326,16.530115,156.27802,209.557,199.90892,79.9319,28.795694,-89.093925,188.81425,76.949615,79.59165,436.33923,130.31013,61.502396,167.75424,87.39064,156.96506,450.97168,65.70151,123.211624,-59.049442,26.61774
2024-10-12,228.95543,153.46788,6.7374682,16.521133,156.27951,209.51645,199.30014,79.66091,28.560326,-89.5208,189.05647,76.981445,79.50145,436.85312,130.97456,61.42316,167.0081,87.26139,156.55464,450.92392,65.70662,122.91311,-59.754604,26.616785
2024-10-13,229.02797,153.30472,5.5837255,16.512505,156.28098,209.4776,198.69728,79.39585,28.329502,-89.92762,189.29565,77.01247,79.413826,437.35086,131.65134,61.345325,166.26868,87.133736,156.14354,450.8774,65.71141,122.617775,-60.45263,26.615889
2024-10-14,229.09953,153.14235,4.458358,16.504217,156.28238,209.4404,198.10027,79.13661,28.103128,-90.315155,189.53177,77.04268,79.32871,437.83267,132.34064,61.268852,165.53589,87.00764,155.73169,450.83206,65.71589,122.32558,-61.143295,26.615047
2024-10-15,229.1701,152.98077,3.3608532,16.496258,156.28372,209.4048,197.50905,78.883064,27.881134,-90.68419,189.76483,77.072105,79.24604,438.29922,133.04257,61.19372,164.80963,86.883064,155.3191,450.7879,65.720085,122.03647,-61.826393,26.614258
2024-10-16,229.2397,152.81999,2.2907226,16.488607,156.28505,209.37068,196.92361,78.63512,27.663427,-91.03545,189.99483,77.10076,79.165726,438.7508,133.75732,61.119904,164.08978,86.759995,154.90575,450.7448,65.72402,121.75038,-62.501686,26.61352
2024-10-17,229.30835,152.65997,1.2474256,16.48126,156.28633,209.33804,196.34387,78.39265,27.449905,-91.369705,190.22177,77.12868,79.08772,439.18774,134.48503,61.04738,163.37627,86.638405,154.49164,450.7029,65.7277,121.46726,-63.169006,26.612825
2024-10-18,229.37602,152.50075,0.23042521,16.474203,156.28757,209.3068,195.76984,78.15555,27.240524,-91.687645,190.4457,77.155876,79.01195,439.6105,135.22583,60.976112,162.66899,86.51826,154.07675,450.66205,65.73114,121.187065,-63.828182,26.612175
2024-10-19,229.44283,152.3423,-0.7607619,16.467422,156.28876,209.27686,195.20142,77.923706,27.03519,-91.98999,190.66656,77.182365,78.93833,440.0195,135.97987,60.906082,161.96783,86.39953,153.66106,450.6222,65.73436,120.909744,-64.479004,26.611567
2024-10-20,229.5087,152.1846,-1.7266628,16.46091,156.2899,209.2482,194.63857,77.69704,26.833818,-92.27741,190.88446,77.20815,78.86684,440.415,136.74728,60.837265,161.27274,86.28219,153.24455,450.58334,65.73738,120.63524,-65.12137,26.610996
2024-10-21,229.57362,152.02768,-2.6677847,16.454653,156.29103,209.22075,194.08127,77.47542,26.63635,-92.55056,191.09933,77.23327,78.797386,440.79752,137.52821,60.769634,160.58359,86.16623,152.82722,450.54547,65.74021,120.36351,-65.755035,26.61046
2024-10-22,229.6377,151.8715,-3.5846405,16.448643,156.29211,209.19449,193.52946,77.25875,26.442677,-92.810104,191.31123,77.25773,78.72993,441.16742,138.32275,60.70317,159.90033,86.05161,152.40907,450.50858,65.74286,120.094505,-66.37994,26.609959
2024-10-23,229.70087,151.71611,-4.477747,16.44287,156.29318,209.16933,192.98311,77.04695,26.25276,-93.056625,191.52016,77.28154,78.6644,441.52502,139.13107,60.637848,159.22282,85.93831,151.99005,450.47266,65.74533,119.828186,-66.99592,26.60949
2024-10-24,229.76312,151.56146,-5.347574,16.437325,156.2942,209.14523,192.4422,76.839905,26.06651,-93.29075,191.72615,77.30472,78.600746,441.8707,139.95325,60.573647,158.55101,85.82631,151.57018,450.4376,65.74765,119.5645,-67.602844,26.609049
2024-10-25,229.82458,151.40756,-6.1946483,16.431997,156.29521,209.12216,191.90663,76.63752,25.883875,-93.51306,191.9292,77.32729,78.53892,442.20483,140.78941,60.510544,157.88483,85.71558,151.14941,450.4034,65.74982,119.303406,-68.20064,26.608637
2024-10-26,229.88516,151.25441,-7.0194435,16.426882,156.29616,209.10007,191.3764,76.43969,25.704754,-93.72406,192.12933,77.34926,78.47886,442.5277,141.63966,60.44852,157.22415,85.60612,150.72777,450.37018,65.75184,119.04486,-68.78918,26.60825
2024-10-27,229.94493,151.102,-7.8224726,16.421967,156.2971,209.07892,190.85147,76.24633,25.5291,-93.92434,192.32658,77.37065,78.42052,442.8397,142.5041,60.38755,156.56895,85.49788,150.30522,450.33777,65.75375,118.788826,-69.36839,26.607887
2024-10-28,230.0039,150.95035,-8.60419,16.417244,156.298,209.05869,190.33176,76.05735,25.356853,-94.114395,192.52094,77.391464,78.363846,443.14105,143.38283,60.327618,155.9191,85.390854,149.88176,450.30612,65.75553,118.535255,-69.93819,26.607546
2024-10-29,230.06198,150.79942,-9.365104,16.412708,156.29889,209.03929,189.81728,75.87265,25.187916,-94.2947,192.71242,77.41172,78.3088,443.43225,144.27591,60.2687,155.27457,85.28502,149.45737,450.2754,65.75719,118.2841,-70.49852,26.607227
2024-10-30,230.11931,150.64923,-10.105654,16.408352,156.29973,209.02074,189.30794,75.69214,25.022266,-94.465744,192.90103,77.43143,78.25534,443.7135,145.18344,60.210777,154.63524,85.18035,149.03203,450.2453,65.75875,118.03535,-71.049324,26.606928
2024-10-31,230.17583,150.49977,-10.826344,16.404165,156.30055,209.00296,188.80371,75.51575,24.859806,-94.62795,193.08685,77.4506,78.2034,443.98505,146.10548,60.153835,154.00107,85.076836,148.60574,450.21606,65.76021,117.78894,-71.59056,26.606646
2024-11-01,230.23154,150.35104,-11.527609,16.400145,156.30133,208.98595,188.30458,75.34337,24.700495,-94.7818,193.26984,77.46927,78.15295,444.24738,147.0421,60.09785,153.37198,84.97445,148.1785,450.1876,65.76158,117.54484,-72.12218,26.606382
2024-11-02,230.28648,150.20303,-12.2099,16.396282,156.30211,208.96965,187.81047,75.174934,24.544264,-94.92769,193.45007,77.48743,78.10394,444.50064,147.9933,60.042812,152.7479,84.87318,147.75027,450.15976,65.76286,117.30301,-72.64416,26.606134
2024-11-03,230.34067,150.05574,-12.873668,16.392572,156.30286,208.95406,187.32135,75.010345,24.391066,-95.06598,193.62753,77.5051,78.05634,444.7452,148.9592,59.988697,152.12874,84.772995,147.32106,450.13266,65.76406,117.063416,-73.15651,26.605902
2024-11-04,230.39406,149.90916,-13.519341,16.38901,156.30357,208.93912,186.83722,74.849525,24.240826,-95.19708,193.80226,77.52229,78.0101,444.98132,149.93977,59.935486,151.51447,84.6739,146.89085,450.10626,65.76518,116.826035,-73.65922,26.605686
2024-11-05,230.44673,149.76329,-14.147363,16.385584,156.30428,208.9248,186.35797,74.692406,24.093498,-95.321365,193.97427,77.539024,77.96519,445.20923,150.93506,59.883163,150.905,84.57585,146.45963,450.08054,65.766235,116.59082,-74.15226,26.60548
2024-11-06,230.49866,149.61815,-14.758172,16.382296,156.30496,208.91109,185.8836,74.538895,23.949041,-95.43914,194.1436,77.5553,77.92156,445.42917,151.94505,59.83171,150.30025,84.47884,146.02739,450.05545,65.76722,116.35775,-74.635704,26.605291
2024-11-07,230.54988,149.4737,-15.352172,16.379137,156.30562,208.89798,185.41406,74.38892,23.807354,-95.55077,194.31027,77.57113,77.87918,445.64148,152.96976,59.78112,149.70018,84.382866,145.59412,450.031,65.76815,116.12676,-75.10952,26.605112
2024-11-08,230.60042,149.32994,-15.929773,16.376102,156.30626,208.88542,184.94934,74.2424,23.668428,-95.65656,194.47429,77.58653,77.83802,445.84644,154.00914,59.73137,149.10472,84.28789,145.1598,450.00717,65.76901,115.89785,-75.57376,26.604944
2024-11-09,230.65022,149.18689,-16.491419,16.373188,156.30688,208.8734,184.48936,74.09927,23.532179,-95.756775,194.6357,77.60152,77.79804,446.04404,155.06317,59.68244,148.51382,84.19391,144.72444,449.98398,65.76981,115.67098,-76.02849,26.604786
2024-11-10,230.69939,149.04454,-17.037441,16.370388,156.3075,208.8619,184.03407,73.95945,23.398575,-95.85174,194.79453,77.61609,77.75921,446.23477,156.13184,59.634327,147.92743,84.10091,144.28802,449.96133,65.77057,115.44612,-76.47371,26.60464
2024-11-11,230.7478,148.90288,-17.568243,16.3677,156.30806,208.85085,183.5835,73.82287,23.267544,-95.9417,194.9508,77.63027,77.72148,446.41888,157.21504,59.58701,147.34547,84.008865,143.85052,449.9393,65.77128,115.223236,-76.90949,26.604502
2024-11-12,230.79561,148.7619,-18.084267,16.36512,156.30862,208.84029,183.13753,73.689445,23.139063,-96.026924,195.10454,77.64407,77.68484,446.5965,158.31271,59.54047,146.76788,83.91777,143.41194,449.9178,65.771935,115.0023,-77.335915,26.604372
2024-11-13,230.8427,148.62163,-18.585838,16.362638,156.30917,208.83017,182.6962,73.55913,23.013079,-96.10764,195.25575,77.65749,77.64924,446.76773,159.42479,59.4947,146.19461,83.82761,142.97227,449.89685,65.77255,114.78327,-77.75302,26.60425
2024-11-14,230.8891,148.48203,-19.073338,16.360254,156.30972,208.8205,182.25938,73.43184,22.88953,-96.184105,195.40448,77.67055,77.61467,446.933,160.55113,59.449684,145.62563,83.73836,142.53151,449.8764,65.77313,114.56614,-78.16091,26.604136
2024-11-15,230.93486,148.3431,-19.547121,16.357965,156.31023,208.81122,181.82712,73.30751,22.76837,-96.256516,195.55075,77.68324,77.581085,447.0924,161.69164,59.405407,145.06084,83.65001,142.08963,449.8565,65.77368,114.35087,-78.559654,26.604029
2024-11-16,230.98003,148.20485,-20.007544,16.355766,156.31075,208.80234,181.3993,73.18609,22.649572,-96.3251,195.69463,77.69558,77.54846,447.24612,162.84616,59.36186,144.5002,83.56255,141.64662,449.8371,65.774185,114.13743,-78.94934,26.603928
2024-11-17,231.02454,148.06728,-20.454962,16.353653,156.31123,208.79385,180.97597,73.06749,22.533064,-96.390076,195.83607,77.70757,77.51678,447.3944,164.01454,59.319016,143.9437,83.47597,141.2025,449.81824,65.77466,113.9258,-79.33005,26.603836
2024-11-18,231.06842,147.93037,-20.889713,16.351622,156.3117,208.7857,180.557,72.95167,22.418835,-96.45156,195.97517,77.719246,77.486,447.53745,165.19658,59.27688,143.39124,83.39024,140.75723,449.79977,65.7751,113.71594,-79.701904,26.603746
2024-11-19,231.11165,147.79413,-21.312092,16.349672,156.31216,208.77791,180.14244,72.838554,22.306797,-96.5098,196.1119,77.7306,77.4561,447.67526,166.39212,59.235428,142.84276,83.30537,140.31082,449.7818,65.77552,113.50784,-80.065,26.603666
2024-11-20,231.15428,147.65855,-21.72247,16.3478,156.31259,208.77046,179.73218,72.728096,22.196943,-96.56494,196.2463,77.74164,77.42706,447.8083,167.60092,59.194653,142.29825,83.22133,139.86325,449.76428,65.7759,113.30147,-80.41945,26.603588
2024-11-21,231.19633,147.52364,-22.12116,16.346,156.31302,208.76332,179.32625,72.62022,22.089231,-96.61714,196.37843,77.75237,77.39886,447.93646,168.82277,59.15454,141.75764,83.138115,139.41452,449.74722,65.77626,113.09681,-80.76533,26.603516
2024-11-22,231.23776,147.38939,-22.508444,16.34427,156.31346,208.75648,178.92455,72.51487,21.983587,-96.66661,196.50829,77.76282,77.37146,448.06006,170.05739,59.115078,141.22089,83.05571,138.96461,449.73062,65.776596,112.89382,-81.10281,26.603447
2024-11-23,231.27861,147.25578,-22.884655,16.342611,156.31387,208.74992,178.52707,72.411995,21.880001,-96.713394,196.63593,77.772964,77.34485,448.1793,171.30453,59.076256,140.68796,82.974106,138.51353,449.7144,65.77692,112.6925,-81.43197,26.603382
2024-11-24,231.31891,147.12283,-23.25007,16.341017,156.31427,208.74367,178.13377,72.31155,21.778435,-96.7577,196.76134,77.78284,77.31899,448.29416,172.56389,59.038063,140.15877,82.89328,138.06126,449.6986,65.777214,112.4928,-81.75294,26.603323
2024-11-25,231.3586,146.99052,-23.605,16.339485,156.31464,208.73767,177.74463,72.213455,21.678835,-96.799675,196.88458,77.792435,77.29389,448.4049,173.83516,59.000492,139.6333,82.81323,137.6078,449.68317,65.7775,112.294716,-82.06584,26.603268
2024-11-26,231.39777,146.85887,-23.949718,16.338015,156.315,208.73193,177.35957,72.11768,21.581158,-96.83938,197.00568,77.80176,77.2695,448.51166,175.11803,58.963524,139.11151,82.733955,137.15315,449.66815,65.777756,112.09821,-82.37083,26.603216
2024-11-27,231.43633,146.72786,-24.284485,16.336601,156.31535,208.72643,176.9786,72.02416,21.485378,-96.87701,197.12462,77.81083,77.245804,448.6146,176.4121,58.927155,138.59334,82.65543,136.6973,449.65347,65.77801,111.90328,-82.66801,26.603167
2024-11-28,231.47441,146.59747,-24.609587,16.335245,156.3157,208.72115,176.60168,71.93286,21.391464,-96.91258,197.2415,77.81966,77.22279,448.71378,177.71698,58.89137,138.07877,82.57765,136.24022,449.63922,65.778244,111.70989,-82.95749,26.60312
2024-11-29,231.51195,146.46771,-24.925312,16.33394,156.31604,208.71611,176.22876,71.84371,21.299376,-96.94628,197.35631,77.82823,77.20044,448.80942,179.03238,58.85616,137.56773,82.5006,135.78192,449.6253,65.778465,111.51803,-83.23949,26.603077
2024-11-30,231.54893,146.33861,-25.23187,16.332687,156.31636,208.71127,175.85979,71.756676,21.209072,-96.97819,197.46907,77.836555,77.17873,448.90164,180.35776,58.821514,137.0602,82.42427,135.3224,449.61182,65.77866,111.32765,-83.51403,26.603037
2024-12-01,231.58542,146.21011,-25.529541,16.331482,156.3167,208.70663,175.49475,71.67169,21.120518,-97.008385,197.57986,77.84466,77.15764,448.9905,181.69275,58.787426,136.55614,82.34865,134.86166,449.59857,65.778854,111.13877,-83.78132,26.602997
2024-12-02,231.62138,146.08226,-25.818573,16.330328,156.31702,208.7022,175.1336,71.58873,21.033707,-97.03694,197.68866,77.85254,77.13715,449.0761,183.03687,58.753887,136.05548,82.273735,134.39969,449.58566,65.77902,110.95135,-84.04148,26.602962
2024-12-03,231.65681,145.95502,-26.099165,16.329218,156.31732,208.69795,174.77634,71.50774,20.948557,-97.063995,197.79549,77.8602,77.117256,449.1586,184.38962,58.720882,135.55821,82.19951,133.93646,449.57312,65.77918,110.76536,-84.294655,26.602928
2024-12-04,231.69177,145.82841,-26.371576,16.328154,156.3176,208.6939,174.42287,71.42866,20.865074,-97.08958,197.90042,77.867645,77.09793,449.2382,185.75053,58.688404,135.0643,82.12596,133.472,449.56085,65.77934,110.580795,-84.54095,26.602896
2024-12-05,231.72627,145.70241,-26.636068,16.327127,156.31787,208.69,174.0732,71.35147,20.783195,-97.11384,198.00343,77.874886,77.079155,449.31482,187.11906,58.65645,134.57368,82.05309,133.00629,449.5489,65.77949,110.39764,-84.78052,26.602867
2024-12-06,231.76021,145.57703,-26.89281,16.326145,156.31815,208.68628,173.72728,71.27611,20.70292,-97.13674,198.10457,77.88191,77.06092,449.3886,188.4947,58.625,134.08632,81.98089,132.5393,449.53732,65.779625,110.21585,-85.01354,26.60284
2024-12-07,231.7937,145.45226,-27.142065,16.325201,156.31842,208.68272,173.38509,71.20254,20.624218,-97.15848,198.20389,77.888756,77.043205,449.45975,189.87689,58.59405,133.60219,81.90933,132.07109,449.52597,65.779755,110.03543,-85.240105,26.602816
2024-12-08,231.8267,145.3281,-27.384018,16.324295,156.31868,208.6793,173.04659,71.13073,20.547033,-97.179,198.30139,77.89541,77.026,449.52832,191.26501,58.563595,133.12128,81.83842,131.60161,449.51495,65.77987,109.85636,-85.46036,26.602789
2024-12-09,231.85925,145.20454,-27.618876,16.323421,156.31891,208.67603,172.71172,71.060616,20.471352,-97.198456,198.3971,77.90187,77.00929,449.5944,192.65852,58.53362,132.64351,81.76814,131.13086,449.50418,65.77998,109.67862,-85.67443,26.602766
2024-12-10,231.89133,145.08159,-27.846827,16.322584,156.31914,208.67288,172.3805,70.99218,20.397133,-97.216866,198.49103,77.90815,76.99306,449.65802,194.0568,58.504124,132.16885,81.698494,130.65884,449.49374,65.78009,109.50219,-85.88248,26.602747
2024-12-11,231.92294,144.95924,-28.0681,16.321781,156.31938,208.66989,172.05284,70.92538,20.324377,-97.234276,198.58324,77.91427,76.977295,449.71936,195.45921,58.475094,131.6973,81.62946,130.18555,449.48346,65.78018,109.32705,-86.08465,26.602726
2024-12-12,231.95413,144.83748,-28.282833,16.321009,156.3196,208.66702,171.72874,70.86017,20.253025,-97.250755,198.67374,77.92021,76.961975,449.77853,196.86513,58.446526,131.2288,81.56104,129.711,449.4735,65.78027,109.1532,-86.28101,26.602709
2024-12-13,231.98486,144.71632,-28.491264,16.320269,156.31981,208.66426,171.40817,70.796524,20.183054,-97.26636,198.76253,77.92599,76.9471,449.83548,198.27388,58.418415,130.76334,81.493225,129.23517,449.46375,65.78036,108.9806,-86.47177,26.602692
2024-12-14,232.01515,144.59573,-28.693527,16.319557,156.32,208.66164,171.09108,70.7344,20.114431,-97.28114,198.8497,77.9316,76.93265,449.8903,199.68483,58.390747,130.30084,81.426,128.75806,449.45428,65.78044,108.80925,-86.657036,26.602674
2024-12-15,232.04501,144.47575,-28.88985,16.318874,156.3202,208.6591,170.77745,70.67375,20.047163,-97.2951,198.93523,77.93706,76.91862,449.9432,201.0973,58.363514,129.84131,81.35937,128.27968,449.44504,65.78052,108.63912,-86.83691,26.602657
2024-12-16,232.07445,144.35635,-29.08036,16.318216,156.3204,208.6567,170.46724,70.614555,19.981197,-97.30834,199.01917,77.94235,76.90498,449.99408,202.5106,58.33671,129.3847,81.29331,127.80002,449.43604,65.78058,108.47021,-87.01155,26.602642
2024-12-17,232.10344,144.23755,-29.265238,16.317583,156.32059,208.65439,170.16042,70.556786,19.91651,-97.32084,199.1015,77.9475,76.89174,450.04312,203.92404,58.31033,128.93097,81.22783,127.319084,449.42728,65.78065,108.30249,-87.18109,26.602629
2024-12-18,232.13206,144.11931,-29.444637,16.316975,156.32076,208.65218,169.85695,70.5004,19.853094,-97.332695,199.18231,77.9525,76.878876,450.09042,205.3369,58.284363,128.48012,81.1629,126.83687,449.41873,65.78071,108.135956,-87.34564,26.602617
2024-12-19,232.16026,144.00166,-29.618738,16.316391,156.32094,208.65005,169.5568,70.44536,19.790903,-97.34387,199.26157,77.95736,76.86638,450.13596,206.7485,58.258804,128.0321,81.09853,126.35338,449.41043,65.78077,107.97059,-87.50535,26.602606
2024-12-20,232.18806,143.88458,-29.78768,16.31583,156.32114,208.64803,169.25995,70.39165,19.729927,-97.35449,199.33932,77.96208,76.85424,450.17984,208.15813,58.233646,127.58689,81.03472,125.86861,449.4023,65.78083,107.80638,-87.660286,26.602596
2024-12-21,232.21545,143.76808,-29.951609,16.31529,156.32132,208.64607,168.96637,70.339226,19.670126,-97.36451,199.4156,77.966675,76.84245,450.22208,209.56506,58.208885,127.14446,80.97144,125.38256,449.39438,65.78088,107.6433,-87.810646,26.602585
2024-12-22,232.24246,143.65215,-30.110674,16.314775,156.3215,208.64421,168.67601,70.28805,19.611502,-97.374016,199.49046,77.97114,76.831,450.2628,210.9686,58.18451,126.704765,80.9087,124.89524,449.3867,65.78093,107.48135,-87.95647,26.602575
2024-12-23,232.26906,143.53677,-30.265007,16.314278,156.32166,208.64244,168.38885,70.23811,19.554007,-97.38299,199.56383,77.97547,76.81988,450.3019,212.36803,58.160515,126.26778,80.84649,124.406654,449.37915,65.780975,107.32052,-88.09793,26.602568
2024-12-24,232.2953,143.42197,-30.414751,16.3138,156.3218,208.64072,168.10486,70.18938,19.497643,-97.39148,199.63585,77.97969,76.809074,450.33966,213.76265,58.1369,125.83348,80.7848,123.916794,449.37186,65.781006,107.16077,-88.23513,26.602558
2024-12-25,232.32117,143.30772,-30.560053,16.313341,156.32193,208.6391,167.82402,70.14181,19.442371,-97.399536,199.70647,77.98379,76.79858,450.37598,215.15173,58.11366,125.40185,80.723625,123.42566,449.3647,65.78104,107.002106,-88.368164,26.60255
2024-12-26,232.34666,143.19403,-30.701025,16.312902,156.32207,208.63754,167.54628,70.09539,19.388172,-97.40714,199.77573,77.98777,76.78838,450.41104,216.5346,58.090775,124.97284,80.66296,122.933266,449.35773,65.781075,106.84451,-88.497185,26.602541
2024-12-27,232.37183,143.08089,-30.83781,16.312479,156.32222,208.63603,167.27162,70.050095,19.335049,-97.41433,199.84366,77.99164,76.77848,450.44476,217.91057,58.06825,124.546425,80.60279,122.439606,449.35092,65.7811,106.68798,-88.62225,26.602533
2024-12-28,232.39659,142.9683,-30.970507,16.312073,156.32236,208.6346,167.0,70.00588,19.282951,-97.42116,199.91026,77.99541,76.76886,450.47733,219.2789,58.046074,124.12261,80.54312,121.944695,449.34436,65.78113,106.532486,-88.7435,26.602528
2024-12-29,232.421,142.85628,-31.099236,16.311684,156.3225,208.63322,166.73141,69.96274,19.231876,-97.42763,199.97557,77.99907,76.759514,450.50858,220.63898,58.024242,123.70135,80.48394,121.448524,449.33786,65.78116,106.37802,-88.861015,26.602522
2024-12-30,232.44507,142.7448,-31.224127,16.311308,156.32262,208.63191,166.4658,69.92063,19.181767,-97.43373,200.03961,78.00262,76.75044,450.5388,221.9901,58.002754,123.28259,80.42524,120.95111,449.33157,65.78119,106.22459,-88.97494,26.602516
2024-12-31,232.46881,142.63385,-31.34528,16.31095,156.32274,208.63066,166.20316,69.87955,19.132654,-97.439514,200.10242,78.006065,76.74163,450.56787,223.33165,57.981594,122.86636,80.36702,120.45245,449.32544,65.78122,106.07214,-89.08533,26.60251
